file,face,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
angry/andtcvhp_6,0,0.2797704,0.25296918,0.2765828,0.42163318,0.11406667,1.0,0.48541388,0.17064422,0.0,0.08151764,0.6742526,0.19884597,0.36502117,1.0,0.5856831,0.39371395,0.92215663,0.19584168,0.33626208,0.25889987
angry/andtcvhp_6,0,0.2797704,0.25296918,0.2765828,0.42163318,0.11406667,1.0,0.48541388,0.17064422,0.0,0.08151764,0.6742526,0.19884597,0.36502117,1.0,0.5856831,0.39371395,0.92215663,0.19584168,0.33626208,0.25889987
angry/aqsmjmzh_6,0,0.43677568,0.25896534,0.13396528,0.41414303,0.2300023,0.0,0.25108063,0.003238208,1.0,0.087759435,0.4628259,0.40647927,0.4598715,0.0,0.49630877,0.46842754,0.059321925,0.07363653,0.14257948,0.1064572
angry/aqsmjmzh_6,0,0.43677568,0.25896534,0.13396528,0.41414303,0.2300023,0.0,0.25108063,0.003238208,1.0,0.087759435,0.4628259,0.40647927,0.4598715,0.0,0.49630877,0.46842754,0.059321925,0.07363653,0.14257948,0.1064572
angry/aslknmnm_6,0,0.36985785,0.2893637,0.57443875,0.3266821,0.29372406,1.0,0.4988848,0.81996423,0.0,0.2959767,0.4507616,0.18632506,0.41429186,0.0,0.6564423,0.2797014,0.5687012,0.14980538,0.3255718,0.5237542
angry/aslknmnm_6,0,0.36985785,0.2893637,0.57443875,0.3266821,0.29372406,1.0,0.4988848,0.81996423,0.0,0.2959767,0.4507616,0.18632506,0.41429186,0.0,0.6564423,0.2797014,0.5687012,0.14980538,0.3255718,0.5237542
angry/auegnaxc_6,0,0.33022475,0.34545,0.23658024,0.353242,0.2265674,0.0,0.3951917,0.15643045,0.0,0.26560763,0.18654147,0.1584551,0.32624617,0.0,0.49334863,0.23369627,0.565797,0.20480216,0.12684011,0.44583175
angry/auegnaxc_6,0,0.33022475,0.34545,0.23658024,0.353242,0.2265674,0.0,0.3951917,0.15643045,0.0,0.26560763,0.18654147,0.1584551,0.32624617,0.0,0.49334863,0.23369627,0.565797,0.20480216,0.12684011,0.44583175
angry/azikakjh_6,0,0.30002347,0.19162004,0.75938445,0.28253144,0.27508184,0.0,0.47519118,0.637893,0.0,0.14332007,0.3789306,0.16338012,0.39924932,0.0,0.12823743,0.42835414,0.15594287,0.089446135,0.3794107,0.13212158
angry/azikakjh_6,0,0.30002347,0.19162004,0.75938445,0.28253144,0.27508184,0.0,0.47519118,0.637893,0.0,0.14332007,0.3789306,0.16338012,0.39924932,0.0,0.12823743,0.42835414,0.15594287,0.089446135,0.3794107,0.13212158
angry/bbbbbbbb_6,0,0.4163693,0.2571346,0.64608175,0.31243464,0.497418,1.0,0.4694537,0.8901657,0.0,0.4063038,0.3791,0.29908818,0.2923026,1.0,0.8334872,0.034415387,0.99965453,0.75446504,0.054574654,0.6985676
angry/bbbbbbbb_6,0,0.4163693,0.2571346,0.64608175,0.31243464,0.497418,1.0,0.4694537,0.8901657,0.0,0.4063038,0.3791,0.29908818,0.2923026,1.0,0.8334872,0.034415387,0.99965453,0.75446504,0.054574654,0.6985676
angry/bfsobsqq_6,0,0.29292986,0.29789782,0.91163874,0.23484474,0.34472066,1.0,0.4458925,0.03825735,0.0,0.59163046,0.37767878,0.47896028,0.3023555,1.0,0.4443791,0.08623375,0.9963871,0.51961625,0.028372813,0.6143197
angry/bfsobsqq_6,0,0.29292986,0.29789782,0.91163874,0.23484474,0.34472066,1.0,0.4458925,0.03825735,0.0,0.59163046,0.37767878,0.47896028,0.3023555,1.0,0.4443791,0.08623375,0.9963871,0.51961625,0.028372813,0.6143197
angry/bjaqkgtt_6,0,0.2797609,0.2172762,0.8671379,0.30641973,0.2940539,0.0,0.45431605,0.03279768,1.0,0.14866786,0.5945472,0.09303177,0.3145008,0.0,0.38905928,0.21464187,0.62744355,0.3066705,0.14552258,0.1534872
angry/bjaqkgtt_6,0,0.2797609,0.2172762,0.8671379,0.30641973,0.2940539,0.0,0.45431605,0.03279768,1.0,0.14866786,0.5945472,0.09303177,0.3145008,0.0,0.38905928,0.21464187,0.62744355,0.3066705,0.14552258,0.1534872
angry/bqumbknm_6,0,0.35291243,0.25241122,0.5067982,0.38309303,0.23003379,0.0,0.28926685,0.0017793517,1.0,0.18019494,0.22267365,0.18917622,0.48552108,0.0,0.53852874,0.35027894,0.71450347,0.10858034,0.17664292,0.24308589
angry/bqumbknm_6,0,0.35291243,0.25241122,0.5067982,0.38309303,0.23003379,0.0,0.28926685,0.0017793517,1.0,0.18019494,0.22267365,0.18917622,0.48552108,0.0,0.53852874,0.35027894,0.71450347,0.10858034,0.17664292,0.24308589
angry/cayljxzc_6,0,0.29267767,0.15347682,0.6429997,0.3210264,0.45036274,0.0,0.5558565,0.41784403,1.0,0.29644135,0.5434623,0.67854154,0.44242725,0.0,0.34724972,0.43503222,0.61651087,0.13790718,0.18047951,0.14568771
angry/cayljxzc_6,0,0.29267767,0.15347682,0.6429997,0.3210264,0.45036274,0.0,0.5558565,0.41784403,1.0,0.29644135,0.5434623,0.67854154,0.44242725,0.0,0.34724972,0.43503222,0.61651087,0.13790718,0.18047951,0.14568771
angry/cbpbxhld_6,0,0.37176836,0.3205455,0.84419185,0.3352491,0.16797349,1.0,0.43682507,0.060715493,1.0,0.24925034,0.26242542,0.3746633,0.38509217,1.0,0.18446223,0.19031274,0.8144207,0.36961365,0.024051493,0.15774089
angry/cbpbxhld_6,0,0.37176836,0.3205455,0.84419185,0.3352491,0.16797349,1.0,0.43682507,0.060715493,1.0,0.24925034,0.26242542,0.3746633,0.38509217,1.0,0.18446223,0.19031274,0.8144207,0.36961365,0.024051493,0.15774089
angry/cjnqjund_6,0,0.2773505,0.16810215,0.23345245,0.2669339,0.3310556,1.0,0.33908695,0.7917897,1.0,0.1814073,0.64590836,0.28407148,0.36303344,1.0,0.5192365,0.6130165,0.28129482,0.21034305,0.47913614,0.48628265
angry/cjnqjund_6,0,0.2773505,0.16810215,0.23345245,0.2669339,0.3310556,1.0,0.33908695,0.7917897,1.0,0.1814073,0.64590836,0.28407148,0.36303344,1.0,0.5192365,0.6130165,0.28129482,0.21034305,0.47913614,0.48628265
angry/daktemmq_6,0,0.4700501,0.28750956,0.47076708,0.38819906,0.12406265,1.0,0.18340209,0.00058607734,0.0,0.09669586,0.43946305,0.4596533,0.5917747,0.0,0.54690635,0.60414004,0.013743426,0.21672146,0.07661343,0.069286816
angry/daktemmq_6,0,0.4700501,0.28750956,0.47076708,0.38819906,0.12406265,1.0,0.18340209,0.00058607734,0.0,0.09669586,0.43946305,0.4596533,0.5917747,0.0,0.54690635,0.60414004,0.013743426,0.21672146,0.07661343,0.069286816
angry/daqasxqt_6,0,0.42690864,0.120810285,0.7490487,0.31990296,0.42162907,1.0,0.53960025,0.8609166,1.0,0.21346423,0.44132364,0.11900007,0.48278937,1.0,0.50874835,0.2948683,0.99952817,0.553906,0.02575552,0.72742575
angry/daqasxqt_6,0,0.42690864,0.120810285,0.7490487,0.31990296,0.42162907,1.0,0.53960025,0.8609166,1.0,0.21346423,0.44132364,0.11900007,0.48278937,1.0,0.50874835,0.2948683,0.99952817,0.553906,0.02575552,0.72742575
angry/dbdmunql_6,0,0.5745947,0.4047459,0.67587316,0.31818935,0.53204685,1.0,0.46609437,0.6495486,1.0,0.29799432,0.2901915,0.17788175,0.3921715,1.0,0.6465713,0.04289085,0.9994393,0.6661948,0.0930048,0.23120302
angry/dbdmunql_6,0,0.5745947,0.4047459,0.67587316,0.31818935,0.53204685,1.0,0.46609437,0.6495486,1.0,0.29799432,0.2901915,0.17788175,0.3921715,1.0,0.6465713,0.04289085,0.9994393,0.6661948,0.0930048,0.23120302
angry/dddddddd_6,0,0.28980356,0.22013545,0.55217004,0.30998036,0.311835,0.0,0.47802553,0.015392764,0.0,0.20267347,0.3706211,0.13922593,0.29275504,1.0,0.5607767,0.22209743,0.9811824,0.46743962,0.23968081,0.6114607
angry/dddddddd_6,0,0.28980356,0.22013545,0.55217004,0.30998036,0.311835,0.0,0.47802553,0.015392764,0.0,0.20267347,0.3706211,0.13922593,0.29275504,1.0,0.5607767,0.22209743,0.9811824,0.46743962,0.23968081,0.6114607
angry/dlqnfuhe_6,0,0.38323438,0.12857096,0.89018464,0.23336092,0.41226766,1.0,0.7174816,0.44702676,1.0,0.3301227,0.3013693,0.37986872,0.28442347,1.0,0.32549128,0.027621124,0.9999466,0.81513023,0.017814457,0.6580763
angry/dlqnfuhe_6,0,0.38323438,0.12857096,0.89018464,0.23336092,0.41226766,1.0,0.7174816,0.44702676,1.0,0.3301227,0.3013693,0.37986872,0.28442347,1.0,0.32549128,0.027621124,0.9999466,0.81513023,0.017814457,0.6580763
angry/dpfmgrks_6,0,0.3856108,0.19166276,0.542748,0.34731898,0.5499163,0.0,0.50323635,0.5577193,1.0,0.54143834,0.35972363,0.6032779,0.534147,1.0,0.36481035,0.5293576,0.95476955,0.32011932,0.035101846,0.84014064
angry/dpfmgrks_6,0,0.3856108,0.19166276,0.542748,0.34731898,0.5499163,0.0,0.50323635,0.5577193,1.0,0.54143834,0.35972363,0.6032779,0.534147,1.0,0.36481035,0.5293576,0.95476955,0.32011932,0.035101846,0.84014064
angry/dxetvmdg_6,0,0.2444228,0.29669127,0.5097799,0.26654458,0.41050312,0.0,0.26056993,0.28716594,0.0,0.28546262,0.5269718,0.38227934,0.46519488,0.0,0.15606928,0.6775195,0.029329643,0.024218865,0.37149894,0.20209524
angry/dxetvmdg_6,0,0.2444228,0.29669127,0.5097799,0.26654458,0.41050312,0.0,0.26056993,0.28716594,0.0,0.28546262,0.5269718,0.38227934,0.46519488,0.0,0.15606928,0.6775195,0.029329643,0.024218865,0.37149894,0.20209524
angry/edkagdnv_6,0,0.5026154,0.35170162,0.25357056,0.4286943,0.12898466,0.0,0.39510828,0.044157553,0.0,0.25828347,0.3484097,0.32148147,0.4086069,0.0,0.6902899,0.5106813,0.6040458,0.2982762,0.37523064,0.23569168
angry/edkagdnv_6,0,0.5026154,0.35170162,0.25357056,0.4286943,0.12898466,0.0,0.39510828,0.044157553,0.0,0.25828347,0.3484097,0.32148147,0.4086069,0.0,0.6902899,0.5106813,0.6040458,0.2982762,0.37523064,0.23569168
angry/efstbefh_6,0,0.40348935,0.23244615,0.7911845,0.24278067,0.20624541,1.0,0.77408147,0.8750886,0.0,0.11100613,0.39692044,0.33390966,0.36403197,1.0,0.6769353,0.09382109,0.97916645,0.31907567,0.20388639,0.4802484
angry/efstbefh_6,0,0.40348935,0.23244615,0.7911845,0.24278067,0.20624541,1.0,0.77408147,0.8750886,0.0,0.11100613,0.39692044,0.33390966,0.36403197,1.0,0.6769353,0.09382109,0.97916645,0.31907567,0.20388639,0.4802484
angry/ekdjgldk_6,0,0.43392417,0.18155763,0.49703673,0.31788898,0.41822216,1.0,0.43460903,0.032207564,0.0,0.31760693,0.35242277,0.4162512,0.30582848,1.0,0.6293032,0.045612402,0.9992218,0.82173604,0.29984474,0.421408
angry/ekdjgldk_6,0,0.43392417,0.18155763,0.49703673,0.31788898,0.41822216,1.0,0.43460903,0.032207564,0.0,0.31760693,0.35242277,0.4162512,0.30582848,1.0,0.6293032,0.045612402,0.9992218,0.82173604,0.29984474,0.421408
angry/enhvlrto_6,0,0.25885332,0.21805261,0.6572689,0.2394254,0.4014919,1.0,0.38670653,0.16212004,1.0,0.5300697,0.57546574,0.5057264,0.48121312,0.0,0.58050513,0.15561989,0.5837549,0.11559603,0.03434489,0.20709573
angry/enhvlrto_6,0,0.25885332,0.21805261,0.6572689,0.2394254,0.4014919,1.0,0.38670653,0.16212004,1.0,0.5300697,0.57546574,0.5057264,0.48121312,0.0,0.58050513,0.15561989,0.5837549,0.11559603,0.03434489,0.20709573
angry/eqzopyva_6,0,0.38862106,0.4287717,0.52275246,0.46086437,0.331968,1.0,0.5866756,0.91083544,1.0,0.43183646,0.32840294,0.19358462,0.4201475,1.0,0.571401,0.20082977,0.96340054,0.26354218,0.046796918,0.33442125
angry/eqzopyva_6,0,0.38862106,0.4287717,0.52275246,0.46086437,0.331968,1.0,0.5866756,0.91083544,1.0,0.43183646,0.32840294,0.19358462,0.4201475,1.0,0.571401,0.20082977,0.96340054,0.26354218,0.046796918,0.33442125
angry/erejzejf_6,0,0.2304318,0.20799112,0.46612483,0.32333335,0.1562566,0.0,0.24002767,0.033444203,0.0,0.20994066,0.62386876,0.08631125,0.4240024,0.0,0.44075868,0.61984044,0.25631106,0.08518167,0.0874757,0.12864973
angry/erejzejf_6,0,0.2304318,0.20799112,0.46612483,0.32333335,0.1562566,0.0,0.24002767,0.033444203,0.0,0.20994066,0.62386876,0.08631125,0.4240024,0.0,0.44075868,0.61984044,0.25631106,0.08518167,0.0874757,0.12864973
angry/etgapztf_6,0,0.28218654,0.21703991,0.28392318,0.3059717,0.5497724,1.0,0.42571706,0.5103436,1.0,0.36005372,0.5513511,0.23795466,0.40596086,1.0,0.46821743,0.058458176,0.9998573,0.7252111,0.18950044,0.34925088
angry/etgapztf_6,0,0.28218654,0.21703991,0.28392318,0.3059717,0.5497724,1.0,0.42571706,0.5103436,1.0,0.36005372,0.5513511,0.23795466,0.40596086,1.0,0.46821743,0.058458176,0.9998573,0.7252111,0.18950044,0.34925088
angry/fcjnjthf_6,0,0.39725807,0.25776926,0.39954492,0.32189035,0.19469628,0.0,0.45392954,0.0142770875,0.0,0.06863331,0.29986063,0.1318505,0.35252306,1.0,0.8013076,0.31367448,0.8183417,0.46253505,0.112559676,0.34924215
angry/fcjnjthf_6,0,0.39725807,0.25776926,0.39954492,0.32189035,0.19469628,0.0,0.45392954,0.0142770875,0.0,0.06863331,0.29986063,0.1318505,0.35252306,1.0,0.8013076,0.31367448,0.8183417,0.46253505,0.112559676,0.34924215
angry/fckrphgz_6,0,0.3770687,0.25395823,0.9218127,0.24209021,0.67741627,1.0,0.67456555,0.07463057,1.0,0.7258833,0.5453099,0.24701762,0.43521595,1.0,0.20802402,0.56919533,0.99192894,0.04056147,0.04313805,0.5671751
angry/fckrphgz_6,0,0.3770687,0.25395823,0.9218127,0.24209021,0.67741627,1.0,0.67456555,0.07463057,1.0,0.7258833,0.5453099,0.24701762,0.43521595,1.0,0.20802402,0.56919533,0.99192894,0.04056147,0.04313805,0.5671751
angry/fohpqsuv_6,0,0.3477713,0.27105102,0.78583115,0.27815774,0.13724467,0.0,0.37531754,0.44636324,0.0,0.11748508,0.19152191,0.12167529,0.36122897,0.0,0.64541847,0.3771283,0.57312834,0.29899874,0.34565938,0.23139742
angry/fohpqsuv_6,0,0.3477713,0.27105102,0.78583115,0.27815774,0.13724467,0.0,0.37531754,0.44636324,0.0,0.11748508,0.19152191,0.12167529,0.36122897,0.0,0.64541847,0.3771283,0.57312834,0.29899874,0.34565938,0.23139742
angry/fvmwdcgx_6,0,0.36701968,0.11898416,0.6966304,0.3126872,0.24904604,1.0,0.47837794,0.029611262,1.0,0.13302976,0.32593632,0.1314532,0.28737077,1.0,0.48475838,0.38470542,0.08024673,0.09664924,0.058094874,0.13003893
angry/fvmwdcgx_6,0,0.36701968,0.11898416,0.6966304,0.3126872,0.24904604,1.0,0.47837794,0.029611262,1.0,0.13302976,0.32593632,0.1314532,0.28737077,1.0,0.48475838,0.38470542,0.08024673,0.09664924,0.058094874,0.13003893
angry/gbeslyfw_6,0,0.3497707,0.22853823,0.83231366,0.27577552,0.24204978,0.0,0.48054782,0.33453387,1.0,0.19342934,0.2597779,0.34230894,0.4220714,0.0,0.44479087,0.20868982,0.7928997,0.18164258,0.122608304,0.5152962
angry/gbeslyfw_6,0,0.3497707,0.22853823,0.83231366,0.27577552,0.24204978,0.0,0.48054782,0.33453387,1.0,0.19342934,0.2597779,0.34230894,0.4220714,0.0,0.44479087,0.20868982,0.7928997,0.18164258,0.122608304,0.5152962
angry/gfozfppn_6,0,0.4565866,0.20243455,0.21816744,0.35710874,0.123282254,1.0,0.2867372,0.9831018,0.0,0.2297444,0.30260774,0.21354693,0.29581806,0.0,0.6857696,0.155249,0.86430043,0.3469977,0.39283192,0.26292524
angry/gfozfppn_6,0,0.4565866,0.20243455,0.21816744,0.35710874,0.123282254,1.0,0.2867372,0.9831018,0.0,0.2297444,0.30260774,0.21354693,0.29581806,0.0,0.6857696,0.155249,0.86430043,0.3469977,0.39283192,0.26292524
angry/gkasidqp_6,0,0.34395245,0.15305312,0.791715,0.25310084,0.44843748,1.0,0.660649,0.9326396,0.0,0.18211938,0.31832713,0.2703204,0.2697988,1.0,0.32382467,0.00940559,0.9958547,0.7760936,0.014554333,0.891229
angry/gkasidqp_6,0,0.34395245,0.15305312,0.791715,0.25310084,0.44843748,1.0,0.660649,0.9326396,0.0,0.18211938,0.31832713,0.2703204,0.2697988,1.0,0.32382467,0.00940559,0.9958547,0.7760936,0.014554333,0.891229
angry/haapovkb_6,0,0.31932187,0.16825917,0.41189504,0.27962273,0.2353427,0.0,0.37007177,0.26000994,1.0,0.12077218,0.516628,0.037919443,0.35211295,0.0,0.25162786,0.33881965,0.022704046,0.1199864,0.3114042,0.10894382
angry/haapovkb_6,0,0.31932187,0.16825917,0.41189504,0.27962273,0.2353427,0.0,0.37007177,0.26000994,1.0,0.12077218,0.516628,0.037919443,0.35211295,0.0,0.25162786,0.33881965,0.022704046,0.1199864,0.3114042,0.10894382
angry/hcefsoyr_6,0,0.50390726,0.33943886,0.55119336,0.6652307,0.07601728,0.0,0.22426118,0.015222429,1.0,0.043448977,0.4795788,0.76352084,0.35839984,0.0,0.6156469,0.21756445,0.9690262,0.29231882,0.0596668,0.32082817
angry/hcefsoyr_6,0,0.50390726,0.33943886,0.55119336,0.6652307,0.07601728,0.0,0.22426118,0.015222429,1.0,0.043448977,0.4795788,0.76352084,0.35839984,0.0,0.6156469,0.21756445,0.9690262,0.29231882,0.0596668,0.32082817
angry/hddtkpjz_6,0,0.3065878,0.19591498,0.46181494,0.43435797,0.15472767,1.0,0.27213642,0.013194164,1.0,0.24341244,0.598301,0.5197585,0.4682329,0.0,0.609008,0.6050006,0.42032686,0.22853096,0.060066577,0.12464696
angry/hddtkpjz_6,0,0.3065878,0.19591498,0.46181494,0.43435797,0.15472767,1.0,0.27213642,0.013194164,1.0,0.24341244,0.598301,0.5197585,0.4682329,0.0,0.609008,0.6050006,0.42032686,0.22853096,0.060066577,0.12464696
angry/hfimvdaw_6,0,0.27315685,0.18158111,0.2737654,0.3070888,0.26929122,0.0,0.2977306,0.16852601,1.0,0.14506742,0.55720985,0.09675204,0.2921509,1.0,0.5363559,0.1535017,0.99630165,0.41198492,0.113548994,0.28176892
angry/hfimvdaw_6,0,0.27315685,0.18158111,0.2737654,0.3070888,0.26929122,0.0,0.2977306,0.16852601,1.0,0.14506742,0.55720985,0.09675204,0.2921509,1.0,0.5363559,0.1535017,0.99630165,0.41198492,0.113548994,0.28176892
angry/hpesavhc_6,0,0.46274304,0.24444553,0.84828156,0.30542848,0.26688892,1.0,0.5129849,0.013513124,1.0,0.12436647,0.28042376,0.2842139,0.42144,1.0,0.62626404,0.33653662,0.8300676,0.31955832,0.20168547,0.4328096
angry/hpesavhc_6,0,0.46274304,0.24444553,0.84828156,0.30542848,0.26688892,1.0,0.5129849,0.013513124,1.0,0.12436647,0.28042376,0.2842139,0.42144,1.0,0.62626404,0.33653662,0.8300676,0.31955832,0.20168547,0.4328096
angry/hvfafkfu_6,0,0.31560367,0.24058248,0.41385168,0.355886,0.20577481,0.0,0.55651855,0.0536588,0.0,0.17028426,0.39563105,0.023474088,0.34546536,1.0,0.42929888,0.28997886,0.92517847,0.32844737,0.25968936,0.26377362
angry/hvfafkfu_6,0,0.31560367,0.24058248,0.41385168,0.355886,0.20577481,0.0,0.55651855,0.0536588,0.0,0.17028426,0.39563105,0.023474088,0.34546536,1.0,0.42929888,0.28997886,0.92517847,0.32844737,0.25968936,0.26377362
angry/iadkxdyw_6,0,0.37353313,0.16608131,0.60854816,0.39639044,0.28693053,0.0,0.44756585,0.0008355527,1.0,0.09883963,0.39849356,0.18600819,0.32713157,1.0,0.5907921,0.14647135,0.9791707,0.5805321,0.021845875,0.21078587
angry/iadkxdyw_6,0,0.37353313,0.16608131,0.60854816,0.39639044,0.28693053,0.0,0.44756585,0.0008355527,1.0,0.09883963,0.39849356,0.18600819,0.32713157,1.0,0.5907921,0.14647135,0.9791707,0.5805321,0.021845875,0.21078587
angry/ibicefdh_6,0,0.31169403,0.19654678,0.5297653,0.33215928,0.34302363,0.0,0.45628121,0.5815518,0.0,0.42534155,0.4718963,0.16431239,0.27732778,1.0,0.54198366,0.06899088,0.998667,0.67101824,0.17800117,0.5636161
angry/ibicefdh_6,0,0.31169403,0.19654678,0.5297653,0.33215928,0.34302363,0.0,0.45628121,0.5815518,0.0,0.42534155,0.4718963,0.16431239,0.27732778,1.0,0.54198366,0.06899088,0.998667,0.67101824,0.17800117,0.5636161
angry/ifhtqjlg_6,0,0.48554018,0.38475025,0.3125112,0.3680406,0.20643145,0.0,0.27049926,0.00084800646,1.0,0.19541238,0.3280467,0.26477137,0.50843835,0.0,0.51967347,0.50577486,0.0062873363,0.049443487,0.24585809,0.42472786
angry/ifhtqjlg_6,0,0.48554018,0.38475025,0.3125112,0.3680406,0.20643145,0.0,0.27049926,0.00084800646,1.0,0.19541238,0.3280467,0.26477137,0.50843835,0.0,0.51967347,0.50577486,0.0062873363,0.049443487,0.24585809,0.42472786
angry/ijijoijo_6,0,0.43418208,0.30340394,0.80097944,0.24069011,0.55528677,1.0,0.56008774,0.4621811,1.0,0.6521676,0.35917318,0.3167216,0.23930235,1.0,0.46439293,0.020347523,0.99998987,0.7323232,0.156017,0.43648574
angry/ijijoijo_6,0,0.43418208,0.30340394,0.80097944,0.24069011,0.55528677,1.0,0.56008774,0.4621811,1.0,0.6521676,0.35917318,0.3167216,0.23930235,1.0,0.46439293,0.020347523,0.99998987,0.7323232,0.156017,0.43648574
angry/ijknmbtd_6,0,0.35986844,0.13168271,0.3344642,0.34115642,0.42719975,1.0,0.5847795,0.8628041,0.0,0.43845487,0.4038805,0.20405689,0.3054367,1.0,0.2725659,0.1440468,0.9991561,0.3253441,0.18020365,0.22875413
angry/ijknmbtd_6,0,0.35986844,0.13168271,0.3344642,0.34115642,0.42719975,1.0,0.5847795,0.8628041,0.0,0.43845487,0.4038805,0.20405689,0.3054367,1.0,0.2725659,0.1440468,0.9991561,0.3253441,0.18020365,0.22875413
angry/ijoikokkk_6,0,0.43276983,0.2471078,0.71098167,0.31162053,0.15168822,1.0,0.43501538,0.59031934,0.0,0.18220182,0.31812155,0.15129405,0.3683093,1.0,0.40341398,0.017641505,0.99983895,0.76116973,0.20947589,0.48804766
angry/ijoikokkk_6,0,0.43276983,0.2471078,0.71098167,0.31162053,0.15168822,1.0,0.43501538,0.59031934,0.0,0.18220182,0.31812155,0.15129405,0.3683093,1.0,0.40341398,0.017641505,0.99983895,0.76116973,0.20947589,0.48804766
angry/ijokllkk_6,0,0.5980974,0.34340033,0.32617962,0.3488649,0.8503264,1.0,0.4512209,0.99333006,1.0,0.80390066,0.7524369,0.16965112,0.21476147,1.0,0.3268742,0.05375838,0.9999682,0.48614186,0.053001743,0.8613877
angry/ijokllkk_6,0,0.5980974,0.34340033,0.32617962,0.3488649,0.8503264,1.0,0.4512209,0.99333006,1.0,0.80390066,0.7524369,0.16965112,0.21476147,1.0,0.3268742,0.05375838,0.9999682,0.48614186,0.053001743,0.8613877
angry/iskecayc_6,0,0.357128,0.17054902,0.40456676,0.27815005,0.65665823,0.0,0.40544647,0.014460467,1.0,0.4913494,0.4933636,0.4841479,0.5284166,0.0,0.1832306,0.71106476,0.020314755,0.13088617,0.040591933,0.62935984
angry/iskecayc_6,0,0.357128,0.17054902,0.40456676,0.27815005,0.65665823,0.0,0.40544647,0.014460467,1.0,0.4913494,0.4933636,0.4841479,0.5284166,0.0,0.1832306,0.71106476,0.020314755,0.13088617,0.040591933,0.62935984
angry/itthwraq_6,0,0.32205367,0.24775296,0.22311236,0.3838827,0.24100868,0.0,0.3076187,0.193118,0.0,0.26510835,0.38762864,0.25659868,0.36053798,1.0,0.7261699,0.051896073,0.99761415,0.5182525,0.22516607,0.20748338
angry/itthwraq_6,0,0.32205367,0.24775296,0.22311236,0.3838827,0.24100868,0.0,0.3076187,0.193118,0.0,0.26510835,0.38762864,0.25659868,0.36053798,1.0,0.7261699,0.051896073,0.99761415,0.5182525,0.22516607,0.20748338
angry/iucmfaay_6,0,0.47380635,0.39902696,0.31288657,0.372472,0.12752195,1.0,0.25510424,0.017298637,0.0,0.07385937,0.157701,0.10910958,0.37240255,0.0,0.37427413,0.052031912,0.6659635,0.19978744,0.055074457,0.066101335
angry/iucmfaay_6,0,0.47380635,0.39902696,0.31288657,0.372472,0.12752195,1.0,0.25510424,0.017298637,0.0,0.07385937,0.157701,0.10910958,0.37240255,0.0,0.37427413,0.052031912,0.6659635,0.19978744,0.055074457,0.066101335
